,Tag,Date,Parameter Code,Values,Parameter Description,Units of Measurement,Media,Method,Type,Lat,Long
4892,U702123,9/27/07,400,7.9,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,33.90492,-96.665033
2790,U702120,9/27/07,300,5.7,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
4891,U702122,9/27/07,400,8,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,33.90492,-96.665033
4881,U702074,9/27/07,400,7.8,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,33.90492,-96.665033
4879,U702072,9/27/07,400,7.8,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,33.90492,-96.665033
6233,U702129,9/27/07,940,91.6,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
6232,U702120,9/27/07,940,94.7,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
6231,U702081,9/27/07,940,94.8,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
6230,U702072,9/27/07,940,97.4,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
12887,U702072,9/27/07,94,820,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,33.90492,-96.665033
12888,U702073,9/27/07,94,816,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,33.90492,-96.665033
12889,U702074,9/27/07,94,816,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,33.90492,-96.665033
12890,U702075,9/27/07,94,816,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,33.90492,-96.665033
12891,U702076,9/27/07,94,816,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,33.90492,-96.665033
12892,U702077,9/27/07,94,816,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,33.90492,-96.665033
12893,U702078,9/27/07,94,816,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,33.90492,-96.665033
4880,U702073,9/27/07,400,7.8,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,33.90492,-96.665033
12894,U702079,9/27/07,94,816,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,33.90492,-96.665033
12896,U702081,9/27/07,94,816,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,33.90492,-96.665033
12897,U702120,9/27/07,94,810,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,33.90492,-96.665033
12898,U702121,9/27/07,94,811,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,33.90492,-96.665033
12899,U702122,9/27/07,94,813,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,33.90492,-96.665033
12900,U702123,9/27/07,94,816,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,33.90492,-96.665033
12901,U702124,9/27/07,94,819,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,33.90492,-96.665033
12902,U702125,9/27/07,94,838,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,33.90492,-96.665033
12903,U702126,9/27/07,94,840,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,33.90492,-96.665033
12904,U702127,9/27/07,94,850,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,33.90492,-96.665033
12905,U702128,9/27/07,94,842,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,33.90492,-96.665033
12906,U702129,9/27/07,94,845,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,33.90492,-96.665033
12895,U702080,9/27/07,94,815,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,33.90492,-96.665033
4890,U702121,9/27/07,400,8,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,33.90492,-96.665033
4882,U702075,9/27/07,400,7.8,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,33.90492,-96.665033
18995,U702073,9/27/07,3,10,"SAMPLING STATION LOCATION, VERTICAL FEET",FT,Other,N/A Calculation,Water,33.90492,-96.665033
4887,U702080,9/27/07,400,7.8,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,33.90492,-96.665033
18994,U702072,9/27/07,3,1,"SAMPLING STATION LOCATION, VERTICAL FEET",FT,Other,N/A Calculation,Water,33.90492,-96.665033
4885,U702078,9/27/07,400,7.8,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,33.90492,-96.665033
4884,U702077,9/27/07,400,7.8,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,33.90492,-96.665033
4883,U702076,9/27/07,400,7.8,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,33.90492,-96.665033
19062,U702072,9/27/07,301,57,"OXYGEN, DISSOLVED (PERCENT OF SATURATION)",% SAT,Water,N/A Calculation,Water,33.90492,-96.665033
19063,U702073,9/27/07,301,49,"OXYGEN, DISSOLVED (PERCENT OF SATURATION)",% SAT,Water,N/A Calculation,Water,33.90492,-96.665033
19064,U702074,9/27/07,301,49,"OXYGEN, DISSOLVED (PERCENT OF SATURATION)",% SAT,Water,N/A Calculation,Water,33.90492,-96.665033
19065,U702075,9/27/07,301,48,"OXYGEN, DISSOLVED (PERCENT OF SATURATION)",% SAT,Water,N/A Calculation,Water,33.90492,-96.665033
19066,U702076,9/27/07,301,48,"OXYGEN, DISSOLVED (PERCENT OF SATURATION)",% SAT,Water,N/A Calculation,Water,33.90492,-96.665033
19067,U702077,9/27/07,301,49,"OXYGEN, DISSOLVED (PERCENT OF SATURATION)",% SAT,Water,N/A Calculation,Water,33.90492,-96.665033
4888,U702081,9/27/07,400,7.8,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,33.90492,-96.665033
19069,U702079,9/27/07,301,49,"OXYGEN, DISSOLVED (PERCENT OF SATURATION)",% SAT,Water,N/A Calculation,Water,33.90492,-96.665033
19071,U702081,9/27/07,301,47,"OXYGEN, DISSOLVED (PERCENT OF SATURATION)",% SAT,Water,N/A Calculation,Water,33.90492,-96.665033
19072,U702120,9/27/07,301,73,"OXYGEN, DISSOLVED (PERCENT OF SATURATION)",% SAT,Water,N/A Calculation,Water,33.90492,-96.665033
19073,U702121,9/27/07,301,77,"OXYGEN, DISSOLVED (PERCENT OF SATURATION)",% SAT,Water,N/A Calculation,Water,33.90492,-96.665033
19074,U702122,9/27/07,301,69,"OXYGEN, DISSOLVED (PERCENT OF SATURATION)",% SAT,Water,N/A Calculation,Water,33.90492,-96.665033
19075,U702123,9/27/07,301,61,"OXYGEN, DISSOLVED (PERCENT OF SATURATION)",% SAT,Water,N/A Calculation,Water,33.90492,-96.665033
19076,U702124,9/27/07,301,52,"OXYGEN, DISSOLVED (PERCENT OF SATURATION)",% SAT,Water,N/A Calculation,Water,33.90492,-96.665033
19077,U702125,9/27/07,301,42,"OXYGEN, DISSOLVED (PERCENT OF SATURATION)",% SAT,Water,N/A Calculation,Water,33.90492,-96.665033
19078,U702126,9/27/07,301,36,"OXYGEN, DISSOLVED (PERCENT OF SATURATION)",% SAT,Water,N/A Calculation,Water,33.90492,-96.665033
19079,U702127,9/27/07,301,25,"OXYGEN, DISSOLVED (PERCENT OF SATURATION)",% SAT,Water,N/A Calculation,Water,33.90492,-96.665033
19080,U702128,9/27/07,301,20,"OXYGEN, DISSOLVED (PERCENT OF SATURATION)",% SAT,Water,N/A Calculation,Water,33.90492,-96.665033
19081,U702129,9/27/07,301,21,"OXYGEN, DISSOLVED (PERCENT OF SATURATION)",% SAT,Water,N/A Calculation,Water,33.90492,-96.665033
19070,U702080,9/27/07,301,49,"OXYGEN, DISSOLVED (PERCENT OF SATURATION)",% SAT,Water,N/A Calculation,Water,33.90492,-96.665033
4889,U702120,9/27/07,400,8,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,33.90492,-96.665033
4886,U702079,9/27/07,400,7.8,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,33.90492,-96.665033
2781,U702073,9/27/07,300,3.8,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
18996,U702074,9/27/07,3,20,"SAMPLING STATION LOCATION, VERTICAL FEET",FT,Other,N/A Calculation,Water,33.90492,-96.665033
18997,U702075,9/27/07,3,30,"SAMPLING STATION LOCATION, VERTICAL FEET",FT,Other,N/A Calculation,Water,33.90492,-96.665033
18998,U702076,9/27/07,3,40,"SAMPLING STATION LOCATION, VERTICAL FEET",FT,Other,N/A Calculation,Water,33.90492,-96.665033
18999,U702077,9/27/07,3,50,"SAMPLING STATION LOCATION, VERTICAL FEET",FT,Other,N/A Calculation,Water,33.90492,-96.665033
19000,U702078,9/27/07,3,60,"SAMPLING STATION LOCATION, VERTICAL FEET",FT,Other,N/A Calculation,Water,33.90492,-96.665033
19001,U702079,9/27/07,3,70,"SAMPLING STATION LOCATION, VERTICAL FEET",FT,Other,N/A Calculation,Water,33.90492,-96.665033
19002,U702080,9/27/07,3,80,"SAMPLING STATION LOCATION, VERTICAL FEET",FT,Other,N/A Calculation,Water,33.90492,-96.665033
19003,U702081,9/27/07,3,92,"SAMPLING STATION LOCATION, VERTICAL FEET",FT,Other,N/A Calculation,Water,33.90492,-96.665033
2780,U702072,9/27/07,300,4.4,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
19005,U702121,9/27/07,3,10,"SAMPLING STATION LOCATION, VERTICAL FEET",FT,Other,N/A Calculation,Water,33.90492,-96.665033
19006,U702122,9/27/07,3,20,"SAMPLING STATION LOCATION, VERTICAL FEET",FT,Other,N/A Calculation,Water,33.90492,-96.665033
19007,U702123,9/27/07,3,30,"SAMPLING STATION LOCATION, VERTICAL FEET",FT,Other,N/A Calculation,Water,33.90492,-96.665033
19004,U702120,9/27/07,3,1,"SAMPLING STATION LOCATION, VERTICAL FEET",FT,Other,N/A Calculation,Water,33.90492,-96.665033
19009,U702125,9/27/07,3,50,"SAMPLING STATION LOCATION, VERTICAL FEET",FT,Other,N/A Calculation,Water,33.90492,-96.665033
19010,U702126,9/27/07,3,60,"SAMPLING STATION LOCATION, VERTICAL FEET",FT,Other,N/A Calculation,Water,33.90492,-96.665033
19011,U702127,9/27/07,3,70,"SAMPLING STATION LOCATION, VERTICAL FEET",FT,Other,N/A Calculation,Water,33.90492,-96.665033
19012,U702128,9/27/07,3,80,"SAMPLING STATION LOCATION, VERTICAL FEET",FT,Other,N/A Calculation,Water,33.90492,-96.665033
19013,U702129,9/27/07,3,87,"SAMPLING STATION LOCATION, VERTICAL FEET",FT,Other,N/A Calculation,Water,33.90492,-96.665033
19019,U702072,9/27/07,20,28,"TEMPERATURE, AIR (DEGREES CENTIGRADE)",DEG C,Air,N/A Calculation,Water,33.90492,-96.665033
19020,U702120,9/27/07,20,26,"TEMPERATURE, AIR (DEGREES CENTIGRADE)",DEG C,Air,N/A Calculation,Water,33.90492,-96.665033
2784,U702076,9/27/07,300,3.8,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
2783,U702075,9/27/07,300,3.8,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
19008,U702124,9/27/07,3,40,"SAMPLING STATION LOCATION, VERTICAL FEET",FT,Other,N/A Calculation,Water,33.90492,-96.665033
2782,U702074,9/27/07,300,3.8,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
6235,RR21952,12/18/07,940,206,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
6234,RR21951,12/18/07,940,276,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
11245,RR21954,12/18/07,32211,2.93,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,Water,33.90492,-96.665033
2801,RR21952,12/18/07,300,11.3,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
11243,RR21952,12/18/07,32211,4.46,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,Water,33.90492,-96.665033
2803,RR21954,12/18/07,300,10.8,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
2802,RR21953,12/18/07,300,12.3,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
11242,RR21951,12/18/07,32211,5.66,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,Water,33.90492,-96.665033
2800,RR21951,12/18/07,300,10.6,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
11244,RR21953,12/18/07,32211,4.66,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,Water,33.90492,-96.665033
9566,RR21952,12/18/07,535,4,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
18735,RR21952,12/18/07,89965,4,"WIND INTENSITY (1=CALM,2=SLIGHT,3=MOD.,4=STRONG)",NS,Other,N/A Calculation,Water,33.90492,-96.665033
17381,RR21954,12/18/07,31699,1,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,Water,33.90492,-96.665033
17380,RR21953,12/18/07,31699,1,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,Water,33.90492,-96.665033
17379,RR21952,12/18/07,31699,3,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,Water,33.90492,-96.665033
17378,RR21951,12/18/07,31699,1,"E. COLI, COLILERT, IDEXX METHOD, MPN/100ML",MPN/100ml,Water,N/A Calculation,Water,33.90492,-96.665033
6668,RR21954,12/18/07,945,162,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
6667,RR21953,12/18/07,945,161,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
6666,RR21952,12/18/07,945,142,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
18049,RR21951,12/18/07,89969,5,WATER COLOR 1=BRWN 2=RED 3=GRN 4=BLCK 5=CLR 6=OT,NS,Water,N/A Calculation,Water,33.90492,-96.665033
18050,RR21952,12/18/07,89969,5,WATER COLOR 1=BRWN 2=RED 3=GRN 4=BLCK 5=CLR 6=OT,NS,Water,N/A Calculation,Water,33.90492,-96.665033
18051,RR21953,12/18/07,89969,5,WATER COLOR 1=BRWN 2=RED 3=GRN 4=BLCK 5=CLR 6=OT,NS,Water,N/A Calculation,Water,33.90492,-96.665033
18052,RR21954,12/18/07,89969,5,WATER COLOR 1=BRWN 2=RED 3=GRN 4=BLCK 5=CLR 6=OT,NS,Water,N/A Calculation,Water,33.90492,-96.665033
6665,RR21951,12/18/07,945,179,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
9980,RR21951,12/18/07,610,0.17,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
9981,RR21952,12/18/07,610,0.1,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
9982,RR21953,12/18/07,610,0.1,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
12910,RR21954,12/18/07,94,974,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,33.90492,-96.665033
12909,RR21953,12/18/07,94,966,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,33.90492,-96.665033
12908,RR21952,12/18/07,94,1190,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,33.90492,-96.665033
12907,RR21951,12/18/07,94,1460,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water,33.90492,-96.665033
15792,RR21951,12/18/07,70300,853,"RESIDUE,TOTAL FILTRABLE (DRIED AT 180C) (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
15793,RR21952,12/18/07,70300,660,"RESIDUE,TOTAL FILTRABLE (DRIED AT 180C) (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
15794,RR21953,12/18/07,70300,519,"RESIDUE,TOTAL FILTRABLE (DRIED AT 180C) (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
15795,RR21954,12/18/07,70300,522,"RESIDUE,TOTAL FILTRABLE (DRIED AT 180C) (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
10779,RR21954,12/18/07,665,0.11,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
10778,RR21953,12/18/07,665,0.15,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
10777,RR21952,12/18/07,665,0.11,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
9983,RR21954,12/18/07,610,0.1,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
10776,RR21951,12/18/07,665,0.11,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
15592,RR21953,12/18/07,32218,2,PHEOPHYTIN-A UG/L SPECTROPHOTOMETRIC ACID. METH.,UG/L,Water,N/A Calculation,Water,33.90492,-96.665033
15591,RR21952,12/18/07,32218,4.24,PHEOPHYTIN-A UG/L SPECTROPHOTOMETRIC ACID. METH.,UG/L,Water,N/A Calculation,Water,33.90492,-96.665033
15590,RR21951,12/18/07,32218,3.58,PHEOPHYTIN-A UG/L SPECTROPHOTOMETRIC ACID. METH.,UG/L,Water,N/A Calculation,Water,33.90492,-96.665033
17204,RR21954,12/18/07,671,0.06,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FLDFILT<15MIN",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
17203,RR21953,12/18/07,671,0.05,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FLDFILT<15MIN",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
17202,RR21952,12/18/07,671,0.04,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FLDFILT<15MIN",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
17201,RR21951,12/18/07,671,0.09,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FLDFILT<15MIN",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
15593,RR21954,12/18/07,32218,2,PHEOPHYTIN-A UG/L SPECTROPHOTOMETRIC ACID. METH.,UG/L,Water,N/A Calculation,Water,33.90492,-96.665033
18275,RR21954,12/18/07,89971,6,"WATER ODOR (1=SEWAGE, 2=OILY/CHEMICAL, 3=ROTTEN EGGS, 4=MUSKY, 5=FISHY, 6=NONE, 7=OTHER (WRITE IN COMMENTS))",NU,Water,N/A Calculation,Water,33.90492,-96.665033
18274,RR21953,12/18/07,89971,6,"WATER ODOR (1=SEWAGE, 2=OILY/CHEMICAL, 3=ROTTEN EGGS, 4=MUSKY, 5=FISHY, 6=NONE, 7=OTHER (WRITE IN COMMENTS))",NU,Water,N/A Calculation,Water,33.90492,-96.665033
18273,RR21952,12/18/07,89971,6,"WATER ODOR (1=SEWAGE, 2=OILY/CHEMICAL, 3=ROTTEN EGGS, 4=MUSKY, 5=FISHY, 6=NONE, 7=OTHER (WRITE IN COMMENTS))",NU,Water,N/A Calculation,Water,33.90492,-96.665033
9565,RR21951,12/18/07,535,4,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
4899,RR21951,12/18/07,400,8.1,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,33.90492,-96.665033
5793,RR21951,12/18/07,410,148,"ALKALINITY, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
5794,RR21952,12/18/07,410,144,"ALKALINITY, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
5795,RR21953,12/18/07,410,142,"ALKALINITY, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
5796,RR21954,12/18/07,410,144,"ALKALINITY, TOTAL (MG/L AS CACO3)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
8386,RR21954,12/18/07,10,11.5,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
6236,RR21953,12/18/07,940,124,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
8385,RR21953,12/18/07,10,11,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
8383,RR21951,12/18/07,10,9.4,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
17600,RR21951,12/18/07,82079,13,"TURBIDITY,LAB NEPHELOMETRIC TURBIDITY UNITS, NTU",NTU,Water,N/A Calculation,Water,33.90492,-96.665033
17601,RR21952,12/18/07,82079,8.23,"TURBIDITY,LAB NEPHELOMETRIC TURBIDITY UNITS, NTU",NTU,Water,N/A Calculation,Water,33.90492,-96.665033
17602,RR21953,12/18/07,82079,5.07,"TURBIDITY,LAB NEPHELOMETRIC TURBIDITY UNITS, NTU",NTU,Water,N/A Calculation,Water,33.90492,-96.665033
17603,RR21954,12/18/07,82079,4.44,"TURBIDITY,LAB NEPHELOMETRIC TURBIDITY UNITS, NTU",NTU,Water,N/A Calculation,Water,33.90492,-96.665033
18737,RR21954,12/18/07,89965,4,"WIND INTENSITY (1=CALM,2=SLIGHT,3=MOD.,4=STRONG)",NS,Other,N/A Calculation,Water,33.90492,-96.665033
18736,RR21953,12/18/07,89965,4,"WIND INTENSITY (1=CALM,2=SLIGHT,3=MOD.,4=STRONG)",NS,Other,N/A Calculation,Water,33.90492,-96.665033
8384,RR21952,12/18/07,10,8.9,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water,33.90492,-96.665033
18734,RR21951,12/18/07,89965,3,"WIND INTENSITY (1=CALM,2=SLIGHT,3=MOD.,4=STRONG)",NS,Other,N/A Calculation,Water,33.90492,-96.665033
9567,RR21953,12/18/07,535,4,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
18462,RR21954,12/18/07,20424,2,"WATER CLARITY, 1=EXCELLENT 2=GOOD 3=FAIR 4=POOR",NU,Water,N/A Calculation,Water,33.90492,-96.665033
18272,RR21951,12/18/07,89971,6,"WATER ODOR (1=SEWAGE, 2=OILY/CHEMICAL, 3=ROTTEN EGGS, 4=MUSKY, 5=FISHY, 6=NONE, 7=OTHER (WRITE IN COMMENTS))",NU,Water,N/A Calculation,Water,33.90492,-96.665033
15292,RR21954,12/18/07,630,1.23,"NITRITE PLUS NITRATE, TOTAL ONE LAB DETERMINED VALUE (MG/L AS N)",MG/L,Water,353.2,Water,33.90492,-96.665033
15291,RR21953,12/18/07,630,1,"NITRITE PLUS NITRATE, TOTAL ONE LAB DETERMINED VALUE (MG/L AS N)",MG/L,Water,353.2,Water,33.90492,-96.665033
15290,RR21952,12/18/07,630,0.74,"NITRITE PLUS NITRATE, TOTAL ONE LAB DETERMINED VALUE (MG/L AS N)",MG/L,Water,353.2,Water,33.90492,-96.665033
15289,RR21951,12/18/07,630,0.27,"NITRITE PLUS NITRATE, TOTAL ONE LAB DETERMINED VALUE (MG/L AS N)",MG/L,Water,353.2,Water,33.90492,-96.665033
16149,RR21951,12/18/07,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,Water,33.90492,-96.665033
16150,RR21952,12/18/07,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,Water,33.90492,-96.665033
9568,RR21954,12/18/07,535,4,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
16151,RR21953,12/18/07,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,Water,33.90492,-96.665033
17826,RR21954,12/18/07,89966,1,"PRESENT WEATHER (1=CLEAR,2=PTCLDY,3=CLDY,4=RAIN,5=OTHER)",NS,Other,N/A Calculation,Water,33.90492,-96.665033
17825,RR21953,12/18/07,89966,1,"PRESENT WEATHER (1=CLEAR,2=PTCLDY,3=CLDY,4=RAIN,5=OTHER)",NS,Other,N/A Calculation,Water,33.90492,-96.665033
17824,RR21952,12/18/07,89966,1,"PRESENT WEATHER (1=CLEAR,2=PTCLDY,3=CLDY,4=RAIN,5=OTHER)",NS,Other,N/A Calculation,Water,33.90492,-96.665033
17823,RR21951,12/18/07,89966,1,"PRESENT WEATHER (1=CLEAR,2=PTCLDY,3=CLDY,4=RAIN,5=OTHER)",NS,Other,N/A Calculation,Water,33.90492,-96.665033
18459,RR21951,12/18/07,20424,4,"WATER CLARITY, 1=EXCELLENT 2=GOOD 3=FAIR 4=POOR",NU,Water,N/A Calculation,Water,33.90492,-96.665033
18460,RR21952,12/18/07,20424,3,"WATER CLARITY, 1=EXCELLENT 2=GOOD 3=FAIR 4=POOR",NU,Water,N/A Calculation,Water,33.90492,-96.665033
18461,RR21953,12/18/07,20424,3,"WATER CLARITY, 1=EXCELLENT 2=GOOD 3=FAIR 4=POOR",NU,Water,N/A Calculation,Water,33.90492,-96.665033
16152,RR21954,12/18/07,72053,7,DAYS SINCE PRECIPITATION EVENT (DAYS),DAYS,Other,N/A Calculation,Water,33.90492,-96.665033
6237,RR21954,12/18/07,940,125,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water,33.90492,-96.665033
4900,RR21952,12/18/07,400,8.1,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water,33.90492,-96.665033
